 734: T2_WOOD                                                          : Birch Logs
6025: T5_2H_DUALCROSSBOW_HELL@3                                        : Expert's Boltcasters
6026: T5_2H_DUALCROSSBOW_HELL@4                                        : Expert's Boltcasters
6027: T6_2H_DUALCROSSBOW_HELL                                          : Master's Boltcasters
6028: T6_2H_DUALCROSSBOW_HELL@1                                        : Master's Boltcasters
6029: T6_2H_DUALCROSSBOW_HELL@2                                        : Master's Boltcasters
6030: T6_2H_DUALCROSSBOW_HELL@3                                        : Master's Boltcasters
6031: T6_2H_DUALCROSSBOW_HELL@4                                        : Master's Boltcasters
6032: T7_2H_DUALCROSSBOW_HELL                                          : Grandmaster's Boltcasters
6033: T7_2H_DUALCROSSBOW_HELL@1                                        : Grandmaster's Boltcasters
6034: T7_2H_DUALCROSSBOW_HELL@2                                        : Grandmaster's Boltcasters
6035: T7_2H_DUALCROSSBOW_HELL@3                                        : Grandmaster's Boltcasters
6036: T7_2H_DUALCROSSBOW_HELL@4                                        : Grandmaster's Boltcasters
6037: T8_2H_DUALCROSSBOW_HELL                                          : Elder's Boltcasters
6038: T8_2H_DUALCROSSBOW_HELL@1                                        : Elder's Boltcasters
6039: T8_2H_DUALCROSSBOW_HELL@2                                        : Elder's Boltcasters
6040: T8_2H_DUALCROSSBOW_HELL@3                                        : Elder's Boltcasters
6041: T8_2H_DUALCROSSBOW_HELL@4                                        : Elder's Boltcasters
6042: T4_2H_CROSSBOWLARGE_MORGANA                                      : Adept's Siegebow
6043: T4_2H_CROSSBOWLARGE_MORGANA@1                                    : Adept's Siegebow
6044: T4_2H_CROSSBOWLARGE_MORGANA@2                                    : Adept's Siegebow
6045: T4_2H_CROSSBOWLARGE_MORGANA@3                                    : Adept's Siegebow
6046: T4_2H_CROSSBOWLARGE_MORGANA@4                                    : Adept's Siegebow
6047: T5_2H_CROSSBOWLARGE_MORGANA                                      : Expert's Siegebow
6048: T5_2H_CROSSBOWLARGE_MORGANA@1                                    : Expert's Siegebow
6049: T5_2H_CROSSBOWLARGE_MORGANA@2                                    : Expert's Siegebow
6050: T5_2H_CROSSBOWLARGE_MORGANA@3                                    : Expert's Siegebow
6051: T5_2H_CROSSBOWLARGE_MORGANA@4                                    : Expert's Siegebow
6052: T6_2H_CROSSBOWLARGE_MORGANA                                      : Master's Siegebow
6053: T6_2H_CROSSBOWLARGE_MORGANA@1                                    : Master's Siegebow
6054: T6_2H_CROSSBOWLARGE_MORGANA@2                                    : Master's Siegebow
6055: T6_2H_CROSSBOWLARGE_MORGANA@3                                    : Master's Siegebow
6056: T6_2H_CROSSBOWLARGE_MORGANA@4                                    : Master's Siegebow
6057: T7_2H_CROSSBOWLARGE_MORGANA                                      : Grandmaster's Siegebow
6058: T7_2H_CROSSBOWLARGE_MORGANA@1                                    : Grandmaster's Siegebow
6059: T7_2H_CROSSBOWLARGE_MORGANA@2                                    : Grandmaster's Siegebow
6060: T7_2H_CROSSBOWLARGE_MORGANA@3                                    : Grandmaster's Siegebow
6061: T7_2H_CROSSBOWLARGE_MORGANA@4                                    : Grandmaster's Siegebow
6062: T8_2H_CROSSBOWLARGE_MORGANA                                      : Elder's Siegebow
6063: T8_2H_CROSSBOWLARGE_MORGANA@1                                    : Elder's Siegebow
6064: T8_2H_CROSSBOWLARGE_MORGANA@2                                    : Elder's Siegebow
6065: T8_2H_CROSSBOWLARGE_MORGANA@3                                    : Elder's Siegebow
6066: T8_2H_CROSSBOWLARGE_MORGANA@4                                    : Elder's Siegebow
6067: T4_2H_CROSSBOW_CANNON_AVALON                                     : Adept's Energy Shaper
6068: T4_2H_CROSSBOW_CANNON_AVALON@1                                   : Adept's Energy Shaper
6069: T4_2H_CROSSBOW_CANNON_AVALON@2                                   : Adept's Energy Shaper
6070: T4_2H_CROSSBOW_CANNON_AVALON@3                                   : Adept's Energy Shaper
6071: T4_2H_CROSSBOW_CANNON_AVALON@4                                   : Adept's Energy Shaper
6072: T5_2H_CROSSBOW_CANNON_AVALON                                     : Expert's Energy Shaper
6073: T5_2H_CROSSBOW_CANNON_AVALON@1                                   : Expert's Energy Shaper
6074: T5_2H_CROSSBOW_CANNON_AVALON@2                                   : Expert's Energy Shaper
6075: T5_2H_CROSSBOW_CANNON_AVALON@3                                   : Expert's Energy Shaper
6076: T5_2H_CROSSBOW_CANNON_AVALON@4                                   : Expert's Energy Shaper
6077: T6_2H_CROSSBOW_CANNON_AVALON                                     : Master's Energy Shaper
6078: T6_2H_CROSSBOW_CANNON_AVALON@1                                   : Master's Energy Shaper
6079: T6_2H_CROSSBOW_CANNON_AVALON@2                                   : Master's Energy Shaper
6080: T6_2H_CROSSBOW_CANNON_AVALON@3                                   : Master's Energy Shaper
6081: T6_2H_CROSSBOW_CANNON_AVALON@4                                   : Master's Energy Shaper
6082: T7_2H_CROSSBOW_CANNON_AVALON                                     : Grandmaster's Energy Shaper
6083: T7_2H_CROSSBOW_CANNON_AVALON@1                                   : Grandmaster's Energy Shaper
6084: T7_2H_CROSSBOW_CANNON_AVALON@2                                   : Grandmaster's Energy Shaper
6085: T7_2H_CROSSBOW_CANNON_AVALON@3                                   : Grandmaster's Energy Shaper
6086: T7_2H_CROSSBOW_CANNON_AVALON@4                                   : Grandmaster's Energy Shaper
6087: T8_2H_CROSSBOW_CANNON_AVALON                                     : Elder's Energy Shaper
6088: T8_2H_CROSSBOW_CANNON_AVALON@1                                   : Elder's Energy Shaper
6089: T8_2H_CROSSBOW_CANNON_AVALON@2                                   : Elder's Energy Shaper
6090: T8_2H_CROSSBOW_CANNON_AVALON@3                                   : Elder's Energy Shaper
6091: T8_2H_CROSSBOW_CANNON_AVALON@4                                   : Elder's Energy Shaper
6092: T3_MAIN_CURSEDSTAFF                                              : Journeyman's Cursed Staff
6093: T4_MAIN_CURSEDSTAFF                                              : Adept's Cursed Staff
6094: T4_MAIN_CURSEDSTAFF@1                                            : Adept's Cursed Staff
6095: T4_MAIN_CURSEDSTAFF@2                                            : Adept's Cursed Staff
6096: T4_MAIN_CURSEDSTAFF@3                                            : Adept's Cursed Staff
6097: T4_MAIN_CURSEDSTAFF@4                                            : Adept's Cursed Staff
6098: T5_MAIN_CURSEDSTAFF                                              : Expert's Cursed Staff
6099: T5_MAIN_CURSEDSTAFF@1                                            : Expert's Cursed Staff
6100: T5_MAIN_CURSEDSTAFF@2                                            : Expert's Cursed Staff
6101: T5_MAIN_CURSEDSTAFF@3                                            : Expert's Cursed Staff
6102: T5_MAIN_CURSEDSTAFF@4                                            : Expert's Cursed Staff
6103: T6_MAIN_CURSEDSTAFF                                              : Master's Cursed Staff
6104: T6_MAIN_CURSEDSTAFF@1                                            : Master's Cursed Staff
6105: T6_MAIN_CURSEDSTAFF@2                                            : Master's Cursed Staff
6106: T6_MAIN_CURSEDSTAFF@3                                            : Master's Cursed Staff
6107: T6_MAIN_CURSEDSTAFF@4                                            : Master's Cursed Staff
6108: T7_MAIN_CURSEDSTAFF                                              : Grandmaster's Cursed Staff
6109: T7_MAIN_CURSEDSTAFF@1                                            : Grandmaster's Cursed Staff
6110: T7_MAIN_CURSEDSTAFF@2                                            : Grandmaster's Cursed Staff
6111: T7_MAIN_CURSEDSTAFF@3                                            : Grandmaster's Cursed Staff
6112: T7_MAIN_CURSEDSTAFF@4                                            : Grandmaster's Cursed Staff
6113: T8_MAIN_CURSEDSTAFF                                              : Elder's Cursed Staff
6114: T8_MAIN_CURSEDSTAFF@1                                            : Elder's Cursed Staff
6115: T8_MAIN_CURSEDSTAFF@2                                            : Elder's Cursed Staff
6116: T8_MAIN_CURSEDSTAFF@3                                            : Elder's Cursed Staff
6117: T8_MAIN_CURSEDSTAFF@4                                            : Elder's Cursed Staff
6118: T4_2H_CURSEDSTAFF                                                : Adept's Great Cursed Staff
